numeric__RAM_GB,numeric__Storage_GB,numeric__Battery_mAh,numeric__Charging_W,numeric__Screen_Size_Inches,numeric__Resolution_Width,numeric__Resolution_Height,numeric__Refresh_Rate_Hz,numeric__Rear_Camera_MP,numeric__Front_Camera_MP,numeric__Processor_Speed_GHz,numeric__Cores,numeric__Has_3G,numeric__Has_4G,numeric__Has_5G,numeric__Has_VoLTE,numeric__Has_WiFi,numeric__Has_NFC,numeric__External_Memory_Supported,numeric__Android_Version,numeric__FM_Radio,numeric__Resolution_Megapixels,numeric__Total_Camera_MP,numeric__Battery_per_Screen_Inch,numeric__Storage_per_RAM_GB,numeric__Resolution_Aspect_Ratio,Price_Category_Encoded
12.0,512.0,7500.0,320.0,6.82,1864.0,3820.0,144.0,200.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,7.12048,250.0,1099.7067448680352,42.666666666666664,0.48795811518324606,2
12.0,256.0,5500.0,120.0,6.78,1264.0,2780.0,120.0,50.0,32.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,3.51392,82.0,811.2094395280236,21.333333333333332,0.4546762589928058,1
12.0,256.0,5000.0,68.0,6.67,1080.0,2400.0,144.0,50.0,32.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.592,82.0,749.6251874062968,21.333333333333332,0.45,1
6.0,128.0,5100.0,45.0,6.67,720.0,1604.0,120.0,32.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,1.15488,40.0,764.6176911544228,21.333333333333332,0.4488778054862843,0
4.0,64.0,6000.0,15.0,6.67,720.0,1604.0,120.0,32.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.15488,40.0,899.5502248875563,16.0,0.4488778054862843,0
8.0,128.0,6000.0,45.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.3,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,2.592,66.0,899.5502248875563,16.0,0.45,1
12.0,512.0,6000.0,90.0,6.77,1080.0,2392.0,120.0,50.0,50.0,2.63,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.58336,100.0,886.2629246676514,42.666666666666664,0.451505016722408,2
8.0,256.0,5600.0,80.0,6.59,1256.0,2760.0,120.0,50.0,50.0,3.35,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.46656,100.0,849.7723823975721,32.0,0.45507246376811594,2
8.0,256.0,5110.0,45.0,6.67,1080.0,2400.0,120.0,50.0,20.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,70.0,766.1169415292354,32.0,0.45,0
8.0,256.0,6600.0,66.0,6.78,1224.0,2700.0,120.0,108.0,16.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.3048,124.0,973.4513274336283,32.0,0.4533333333333333,1
8.0,128.0,6500.0,45.0,6.7,1080.0,2412.0,120.0,50.0,16.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,2.60496,66.0,970.1492537313433,16.0,0.44776119402985076,1
8.0,128.0,5700.0,100.0,6.7,1080.0,2412.0,144.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,2.60496,82.0,850.7462686567164,16.0,0.44776119402985076,2
4.0,128.0,5000.0,25.0,6.7,720.0,1600.0,120.0,50.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.152,58.0,746.2686567164179,32.0,0.45,0
6.0,128.0,6000.0,44.0,6.72,1080.0,2408.0,120.0,50.0,8.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.60064,58.0,892.8571428571429,21.333333333333332,0.4485049833887043,0
12.0,256.0,6000.0,33.0,6.5,1080.0,2400.0,120.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,66.0,923.0769230769231,21.333333333333332,0.45,1
12.0,512.0,4600.0,150.0,6.82,1200.0,2780.0,165.0,200.0,60.0,4.32,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.336,260.0,674.4868035190616,42.666666666666664,0.4316546762589928,2
4.0,64.0,5200.0,18.0,6.67,720.0,1604.0,90.0,50.0,8.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,1.15488,58.0,779.6101949025488,16.0,0.4488778054862843,0
8.0,256.0,5030.0,45.0,6.9,1320.0,2868.0,120.0,48.0,24.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,26.0,1.0,3.78576,72.0,728.9855072463768,32.0,0.4602510460251046,2
8.0,256.0,5200.0,30.0,6.67,1220.0,2712.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.30864,82.0,779.6101949025488,32.0,0.4498525073746313,1
12.0,128.0,4190.0,45.0,6.3,1200.0,2600.0,120.0,50.0,24.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,26.0,0.0,3.12,74.0,665.0793650793651,10.666666666666666,0.46153846153846156,2
8.0,256.0,7300.0,90.0,6.77,1080.0,2392.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.58336,82.0,1078.2865583456426,32.0,0.451505016722408,1
12.0,256.0,6000.0,100.0,6.7,1280.0,2800.0,120.0,200.0,16.0,3.3,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.584,216.0,895.5223880597015,21.333333333333332,0.45714285714285713,2
12.0,256.0,6550.0,90.0,6.67,1220.0,2712.0,120.0,50.0,20.0,3.25,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.30864,70.0,982.0089955022489,21.333333333333332,0.4498525073746313,1
12.0,512.0,5500.0,90.0,6.67,1260.0,2800.0,120.0,50.0,32.0,3.25,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.528,82.0,824.5877061469265,42.666666666666664,0.45,2
12.0,256.0,5300.0,120.0,6.67,1440.0,3200.0,120.0,50.0,32.0,4.32,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,4.608,82.0,794.6026986506747,21.333333333333332,0.45,2
8.0,128.0,5000.0,25.0,6.7,1080.0,2340.0,120.0,50.0,13.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.5272,63.0,746.2686567164179,16.0,0.46153846153846156,1
12.0,256.0,6000.0,80.0,8.03,2200.0,2480.0,120.0,50.0,16.0,3.3,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,5.456,66.0,747.1980074719802,21.333333333333332,0.8870967741935484,2
8.0,256.0,5700.0,120.0,6.74,1080.0,2408.0,144.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.60064,100.0,845.6973293768546,32.0,0.4485049833887043,2
6.0,128.0,5000.0,33.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,66.0,749.6251874062968,21.333333333333332,0.45,0
8.0,128.0,6000.0,80.0,6.72,1080.0,2392.0,120.0,50.0,16.0,2.6,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,2.58336,66.0,892.8571428571429,16.0,0.451505016722408,1
8.0,128.0,4000.0,25.0,6.2,1080.0,2340.0,120.0,50.0,12.0,3.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,2.5272,62.0,645.1612903225806,16.0,0.46153846153846156,2
4.0,64.0,5000.0,25.0,6.7,720.0,1600.0,120.0,50.0,8.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0,0.0,1.152,58.0,746.2686567164179,16.0,0.45,0
12.0,256.0,5000.0,45.0,6.8,1440.0,3088.0,120.0,200.0,12.0,3.36,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,0.0,4.44672,212.0,735.2941176470589,21.333333333333332,0.46632124352331605,2
6.0,128.0,5200.0,15.0,6.88,720.0,1640.0,120.0,32.0,8.0,1.8,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,15.0,0.0,1.1808,40.0,755.8139534883721,21.333333333333332,0.43902439024390244,0
4.0,128.0,5000.0,45.0,6.75,720.0,1600.0,120.0,50.0,5.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,0.0,1.152,55.0,740.7407407407408,32.0,0.45,0
8.0,256.0,5000.0,50.0,6.77,1080.0,2392.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,2.58336,82.0,738.5524372230428,32.0,0.451505016722408,1
8.0,128.0,6000.0,45.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.592,66.0,899.5502248875563,16.0,0.45,1
8.0,128.0,6500.0,44.0,6.68,720.0,1608.0,120.0,50.0,8.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.15776,58.0,973.0538922155689,16.0,0.44776119402985076,1
12.0,256.0,5000.0,30.0,6.5,1080.0,2340.0,120.0,48.0,12.0,4.32,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.5272,60.0,769.2307692307693,21.333333333333332,0.46153846153846156,2
8.0,256.0,5500.0,100.0,6.7,1080.0,2412.0,120.0,50.0,16.0,2.63,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.60496,66.0,820.8955223880597,32.0,0.44776119402985076,1
4.0,128.0,5000.0,25.0,6.7,1080.0,2340.0,90.0,50.0,13.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.5272,63.0,746.2686567164179,32.0,0.46153846153846156,0
12.0,512.0,5200.0,100.0,6.78,1224.0,2700.0,120.0,50.0,16.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.3048,66.0,766.9616519174041,42.666666666666664,0.4533333333333333,2
8.0,128.0,5000.0,44.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.8,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,66.0,749.6251874062968,16.0,0.45,1
4.0,128.0,5000.0,25.0,6.7,1080.0,2340.0,90.0,50.0,13.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.5272,63.0,746.2686567164179,32.0,0.46153846153846156,0
8.0,128.0,5000.0,80.0,6.73,1080.0,2480.0,120.0,64.0,32.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,0.0,2.6784,96.0,742.9420505200594,16.0,0.43548387096774194,1
8.0,128.0,4492.0,45.0,6.1,1080.0,2400.0,120.0,64.0,13.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.592,77.0,736.3934426229508,16.0,0.45,2
4.0,128.0,6000.0,18.0,6.67,720.0,1600.0,120.0,8.0,8.0,1.8,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,1.152,16.0,899.5502248875563,32.0,0.45,0
4.0,64.0,5000.0,25.0,6.74,720.0,1600.0,90.0,50.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.152,58.0,741.8397626112759,16.0,0.45,0
4.0,128.0,5500.0,15.0,6.74,720.0,1600.0,90.0,13.0,5.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,0.0,1.152,18.0,816.0237388724036,32.0,0.45,0
8.0,256.0,5500.0,45.0,6.78,1080.0,2436.0,144.0,64.0,13.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.63088,77.0,811.2094395280236,32.0,0.4433497536945813,1
8.0,256.0,6000.0,80.0,6.83,1272.0,2800.0,120.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,3.5616,66.0,878.4773060029282,32.0,0.4542857142857143,1
8.0,128.0,5000.0,18.0,6.78,1080.0,2436.0,120.0,50.0,32.0,2.2,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,14.0,1.0,2.63088,82.0,737.4631268436578,16.0,0.4433497536945813,1
24.0,1.0,6000.0,100.0,6.82,1440.0,3168.0,120.0,50.0,32.0,4.32,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,4.56192,82.0,879.7653958944281,0.041666666666666664,0.45454545454545453,2
6.0,128.0,5000.0,33.0,6.74,720.0,1600.0,120.0,50.0,8.0,2.6,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.0,1.152,58.0,741.8397626112759,21.333333333333332,0.45,0
16.0,256.0,5600.0,66.0,10.2,2232.0,3184.0,120.0,50.0,8.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.2,0.0,7.106688,58.0,549.0196078431372,16.0,0.7010050251256281,2
8.0,256.0,5500.0,100.0,6.74,1080.0,2400.0,120.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,0.0,2.592,100.0,816.0237388724036,32.0,0.45,1
8.0,256.0,5500.0,80.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,66.0,824.5877061469265,32.0,0.45,1
8.0,256.0,5000.0,45.0,6.7,1080.0,2400.0,120.0,50.0,50.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.592,100.0,746.2686567164179,32.0,0.45,1
8.0,256.0,5000.0,80.0,6.78,1080.0,2400.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.592,82.0,737.4631268436578,32.0,0.45,1
12.0,512.0,4500.0,125.0,6.7,1220.0,2712.0,144.0,64.0,50.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.30864,114.0,671.6417910447761,42.666666666666664,0.4498525073746313,2
12.0,256.0,5500.0,90.0,6.67,1260.0,2800.0,120.0,50.0,32.0,3.25,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.528,82.0,824.5877061469265,21.333333333333332,0.45,2
12.0,256.0,4800.0,100.0,6.7,1080.0,2400.0,120.0,200.0,32.0,3.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,1.0,2.592,232.0,716.4179104477612,21.333333333333332,0.45,2
8.0,256.0,5000.0,33.0,6.77,1080.0,2392.0,120.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.58336,66.0,738.5524372230428,32.0,0.451505016722408,1
8.0,128.0,6500.0,44.0,6.72,1080.0,2408.0,120.0,50.0,8.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,2.60064,58.0,967.2619047619048,16.0,0.4485049833887043,0
4.0,128.0,5000.0,33.0,6.67,1080.0,2400.0,120.0,64.0,16.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,80.0,749.6251874062968,32.0,0.45,0
3.0,64.0,5200.0,15.0,6.88,720.0,1650.0,120.0,32.0,8.0,1.8,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,15.0,0.0,1.188,40.0,755.8139534883721,21.333333333333332,0.43636363636363634,0
6.0,128.0,5000.0,25.0,6.74,720.0,1600.0,90.0,50.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.152,58.0,741.8397626112759,21.333333333333332,0.45,0
12.0,256.0,6700.0,80.0,6.78,1264.0,2780.0,120.0,50.0,32.0,4.32,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,3.51392,82.0,988.2005899705015,21.333333333333332,0.4546762589928058,2
8.0,256.0,6000.0,70.0,6.67,1260.0,2800.0,144.0,108.0,13.0,3.35,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.528,121.0,899.5502248875563,32.0,0.45,1
4.0,64.0,5160.0,18.0,6.88,720.0,1640.0,120.0,50.0,8.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,0.0,1.1808,58.0,750.0,16.0,0.43902439024390244,0
8.0,256.0,5000.0,120.0,6.67,1220.0,2712.0,120.0,200.0,16.0,2.8,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,0.0,3.30864,216.0,749.6251874062968,32.0,0.4498525073746313,1
12.0,256.0,5000.0,45.0,6.8,1440.0,3080.0,120.0,108.0,40.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,4.4352,148.0,735.2941176470589,21.333333333333332,0.4675324675324675,2
8.0,128.0,6000.0,45.0,6.67,720.0,1604.0,120.0,50.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,1.15488,58.0,899.5502248875563,16.0,0.4488778054862843,1
8.0,128.0,5000.0,45.0,6.78,2400.0,1200.0,120.0,50.0,8.0,2.5,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,15.0,0.0,2.88,58.0,737.4631268436578,16.0,2.0,0
8.0,256.0,6400.0,80.0,6.78,1260.0,2800.0,144.0,50.0,32.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,3.528,82.0,943.952802359882,32.0,0.45,1
8.0,256.0,6000.0,90.0,6.77,1080.0,2392.0,120.0,50.0,50.0,2.63,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.58336,100.0,886.2629246676514,32.0,0.451505016722408,2
4.0,64.0,5000.0,18.0,6.74,720.0,1600.0,90.0,13.0,5.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0,0.0,1.152,18.0,741.8397626112759,16.0,0.45,0
8.0,128.0,5000.0,67.0,6.7,1080.0,2412.0,120.0,64.0,8.0,2.6,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,2.60496,72.0,746.2686567164179,16.0,0.44776119402985076,1
12.0,512.0,5500.0,100.0,6.67,1220.0,3200.0,144.0,50.0,32.0,3.25,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,3.904,82.0,824.5877061469265,42.666666666666664,0.38125,2
8.0,128.0,5500.0,80.0,6.78,1260.0,2800.0,120.0,50.0,50.0,2.63,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,3.528,100.0,811.2094395280236,16.0,0.45,2
8.0,256.0,5000.0,25.0,6.6,1080.0,2340.0,120.0,50.0,32.0,2.7,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.5272,82.0,757.5757575757576,32.0,0.46153846153846156,1
8.0,256.0,7300.0,80.0,6.67,1080.0,2400.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,1.0,2.592,82.0,1094.4527736131934,32.0,0.45,1
6.0,128.0,4383.0,45.0,6.7,1290.0,2796.0,120.0,48.0,12.0,3.46,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,0.0,3.60684,60.0,654.1791044776119,21.333333333333332,0.4613733905579399,2
8.0,128.0,3900.0,25.0,6.1,1080.0,2340.0,120.0,50.0,12.0,3.36,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,1.0,2.5272,62.0,639.344262295082,16.0,0.46153846153846156,2
4.0,128.0,6000.0,45.0,6.67,720.0,1604.0,120.0,32.0,5.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.15488,37.0,899.5502248875563,32.0,0.4488778054862843,0
12.0,256.0,5000.0,50.0,6.77,1080.0,2392.0,120.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.58336,100.0,738.5524372230428,21.333333333333332,0.451505016722408,2
8.0,128.0,6000.0,45.0,6.72,1080.0,2400.0,120.0,50.0,8.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,2.592,58.0,892.8571428571429,16.0,0.45,0
12.0,256.0,3900.0,25.0,6.7,1440.0,3120.0,120.0,200.0,12.0,4.47,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,4.4928,212.0,582.0895522388059,21.333333333333332,0.46153846153846156,2
8.0,256.0,6000.0,80.0,6.83,1272.0,2800.0,120.0,50.0,32.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,3.5616,82.0,878.4773060029282,32.0,0.4542857142857143,1
8.0,128.0,5500.0,80.0,6.78,1260.0,2780.0,120.0,50.0,32.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,3.5028,82.0,811.2094395280236,16.0,0.45323741007194246,1
8.0,256.0,4500.0,25.0,6.3,1800.0,3200.0,120.0,200.0,12.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,5.76,212.0,714.2857142857143,32.0,0.5625,2
12.0,256.0,5700.0,90.0,6.31,1216.0,2640.0,120.0,50.0,32.0,3.63,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.21024,82.0,903.3280507131537,21.333333333333332,0.46060606060606063,2
8.0,256.0,5000.0,80.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.592,66.0,749.6251874062968,32.0,0.45,1
8.0,128.0,5030.0,33.0,6.79,1080.0,2460.0,120.0,108.0,13.0,2.3,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.6568,121.0,740.7952871870398,16.0,0.43902439024390244,0
12.0,256.0,5000.0,45.0,6.67,1080.0,2400.0,120.0,50.0,50.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.592,100.0,749.6251874062968,21.333333333333332,0.45,1
8.0,256.0,5000.0,25.0,6.6,1080.0,2340.0,120.0,50.0,13.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.5272,63.0,757.5757575757576,32.0,0.46153846153846156,1
12.0,512.0,5000.0,45.0,6.8,1440.0,3120.0,120.0,200.0,12.0,3.3,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,4.4928,212.0,735.2941176470589,42.666666666666664,0.46153846153846156,2
12.0,512.0,5000.0,67.0,6.67,1220.0,2712.0,120.0,64.0,16.0,3.35,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.30864,80.0,749.6251874062968,42.666666666666664,0.4498525073746313,1
16.0,512.0,5000.0,120.0,6.78,1260.0,2800.0,144.0,64.0,16.0,3.3,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.528,80.0,737.4631268436578,32.0,0.45,2
16.0,256.0,4700.0,27.0,6.3,1280.0,2856.0,120.0,50.0,42.0,3.1,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.65568,92.0,746.031746031746,16.0,0.4481792717086835,2
512.0,4.0,1450.0,45.0,2.7,240.0,320.0,120.0,5.0,16.0,1.3,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0768,21.0,537.037037037037,0.0078125,0.75,0
8.0,128.0,5000.0,45.0,6.55,1080.0,2400.0,120.0,50.0,16.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,2.592,66.0,763.3587786259542,16.0,0.45,0
6.0,128.0,3279.0,45.0,6.1,1170.0,2532.0,120.0,12.0,12.0,3.22,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,2.96244,24.0,537.5409836065575,21.333333333333332,0.46208530805687204,2
12.0,256.0,6100.0,100.0,6.82,1440.0,3168.0,120.0,200.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,4.56192,250.0,894.4281524926686,21.333333333333332,0.45454545454545453,2
8.0,256.0,5500.0,15.0,6.74,720.0,1600.0,90.0,50.0,5.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,0.0,1.152,55.0,816.0237388724036,32.0,0.45,1
8.0,128.0,5160.0,18.0,6.88,720.0,1640.0,120.0,50.0,8.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,0.0,1.1808,58.0,750.0,16.0,0.43902439024390244,0
8.0,256.0,5500.0,45.0,6.67,1220.0,2712.0,120.0,50.0,20.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,3.30864,70.0,824.5877061469265,32.0,0.4498525073746313,1
8.0,128.0,5800.0,45.0,6.67,1080.0,2400.0,120.0,50.0,32.0,2.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,2.592,82.0,869.5652173913044,16.0,0.45,2
8.0,128.0,5110.0,45.0,6.67,1080.0,2400.0,120.0,50.0,20.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.592,70.0,766.1169415292354,16.0,0.45,1
6.0,128.0,6000.0,45.0,6.67,720.0,1604.0,120.0,50.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,1.15488,58.0,899.5502248875563,21.333333333333332,0.4488778054862843,0
12.0,256.0,6000.0,120.0,6.67,1260.0,2800.0,120.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,3.528,100.0,899.5502248875563,21.333333333333332,0.45,2
8.0,256.0,5500.0,80.0,6.77,1080.0,2392.0,120.0,50.0,50.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,2.58336,100.0,812.4076809453471,32.0,0.451505016722408,1
4.0,64.0,5000.0,18.0,6.67,720.0,1612.0,120.0,48.0,8.0,2.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,0.0,1.16064,56.0,749.6251874062968,16.0,0.4466501240694789,0
12.0,512.0,5000.0,45.0,6.78,1080.0,2400.0,144.0,108.0,50.0,3.1,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,2.592,158.0,737.4631268436578,42.666666666666664,0.45,1
12.0,256.0,5000.0,45.0,6.67,1080.0,2400.0,120.0,50.0,16.0,2.5,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,2.592,66.0,749.6251874062968,21.333333333333332,0.45,1
